asdf_id,v4composites_calibrated_201709.1992.mean,v4composites_calibrated_201709.1993.mean,v4composites_calibrated_201709.1994.mean,v4composites_calibrated_201709.1995.mean,v4composites_calibrated_201709.1996.mean,v4composites_calibrated_201709.1997.mean,v4composites_calibrated_201709.1998.mean,v4composites_calibrated_201709.1999.mean,v4composites_calibrated_201709.2000.mean,v4composites_calibrated_201709.2001.mean,v4composites_calibrated_201709.2002.mean,v4composites_calibrated_201709.2003.mean,v4composites_calibrated_201709.2004.mean,v4composites_calibrated_201709.2005.mean,v4composites_calibrated_201709.2006.mean,v4composites_calibrated_201709.2007.mean,v4composites_calibrated_201709.2008.mean,v4composites_calibrated_201709.2009.mean,v4composites_calibrated_201709.2010.mean,v4composites_calibrated_201709.2011.mean,v4composites_calibrated_201709.2012.mean,v4composites_calibrated_201709.2013.mean,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
45,19.698181734,25.749250061,24.2320206409,28.3433296296,36.1178609764,35.632120996,33.4315525826,30.9373645759,28.4611047607,28.7270748115,26.2222847455,31.0265900493,29.7006471707,27.8892187686,27.348340452,27.4355743646,30.1224506632,28.4530399929,24.2815216889,30.4107735633,27.8867045425,31.9949560851,ADM2,45,THA,THA-ADM2-46861878B23740274,Bang Bo,ADM2
46,62.7659839225,62.9916760688,62.450617206,63.0,63.0,63.0,63.0,62.8073787839,61.2116895208,62.6009085844,57.9767916827,62.9449690115,62.8864689343,62.9872828014,62.8450820039,57.3081924103,62.0335076691,62.9606923239,35.0,48.7687810692,42.0,47.0,ADM2,46,THA,THA-ADM2-46861878B71397322,Bang Bon,ADM2
47,36.3278874574,37.1322245471,37.5091031869,47.1968093762,53.202540605,52.9853607545,51.3777874463,48.9131443665,44.7291563127,46.2185966323,43.3710600439,51.0506876437,50.6076390014,53.3632783038,52.2758430946,49.8711380135,51.8464989746,54.7080206333,33.4531958234,39.9602743305,40.0176488119,44.85742353,ADM2,47,THA,THA-ADM2-46861878B43686005,Bang Bua Thong,ADM2
48,0.599274750275,0.92312872591,0.829805705539,1.79675047523,2.3171215307,3.18747863916,4.78388543057,3.4074096789,3.20348008261,4.70699964629,5.17326223504,4.28127708382,4.17163038908,3.97227266364,3.76374431077,3.86778166798,4.75684631222,4.4651003827,5.47281361888,6.52658137788,5.17004076022,6.07518756061,ADM2,48,THA,THA-ADM2-46861878B26276863,Bang Kaeo,ADM2
49,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,63.0,63.0,63.0,63.0,58.0,63.0,63.0,35.0,49.0,42.0,47.0,ADM2,49,THA,THA-ADM2-46861878B68087622,Bang Kapi,ADM2
50,62.9892416291,62.9986552036,62.9307429857,63.0,63.0,62.9986552036,63.0,63.0,63.0,63.0,59.4549842987,63.0,63.0,63.0,63.0,57.8792683905,62.0650665369,63.0,35.0,48.2727667493,42.0,47.0,ADM2,50,THA,THA-ADM2-46861878B79871285,Bang Khae,ADM2
51,0.0,0.0,0.00158987609821,0.0104219156399,0.25179561365,0.873591237508,1.59612069728,0.563497098566,0.935062324233,0.525437745623,0.97634268854,1.14333793165,2.75324681449,2.10798486819,1.16694262289,1.86293616916,1.56737373233,0.84273721888,2.1729658596,1.83716909283,0.750307015711,1.65311944952,ADM2,51,THA,THA-ADM2-46861878B92152867,Bang Khan,ADM2
52,62.1844821191,62.6414261627,62.2156462166,62.8757359838,62.9959099113,62.9836392244,62.9881192659,62.9513072053,62.4452818103,62.7467947831,59.5352660563,62.9719528359,62.9976628064,63.0,62.9931831854,57.9559817332,62.9111834226,63.0,35.0,48.6303237207,42.0,47.0,ADM2,52,THA,THA-ADM2-46861878B17841922,Bang Khen,ADM2
53,0.633850744548,8.06907208439,10.2044546404,13.815191138,16.0651903678,14.828625272,16.5252734403,14.3243167399,15.2248085125,16.8988493249,14.0257088715,13.5096104302,11.5093014222,9.84699965155,9.23181874558,8.79499559459,6.79989450226,0.0,10.0706528269,11.0940749578,10.312399095,12.0068065124,ADM2,53,THA,THA-ADM2-46861878B82298040,Bang Khla,ADM2
54,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,63.0,63.0,63.0,63.0,58.0,62.166812379,63.0,35.0,49.0,42.0,47.0,ADM2,54,THA,THA-ADM2-46861878B82195275,Bang Kho Laem,ADM2
